,project,source_clip,order,family,genus,species,alpha_code,annotation_start_time,annotation_end_time,audio_clip_start_time
445,"South Canoe Project, 2015-2017",SCST2_20150818_205100,PASSERIFORMES,PASSERELLIDAE,PASSERCULUS,SANDWICHENSIS,SAVS,13991.456,13991.499,13988.456
446,"South Canoe Project, 2015-2017",SCST2_20150818_205100,PASSERIFORMES,PARULIDAE,LEIOTHLYPIS,RUFICAPILLA,NAWA,14033.035,14033.077,14030.035
447,"South Canoe Project, 2015-2017",SCST2_20150818_205100,PASSERIFORMES,PARULIDAE,SEIURUS,AUROCAPILLA,OVEN,14797.611,14797.643,14794.611
448,"South Canoe Project, 2015-2017",SCST2_20150818_205100,PASSERIFORMES,PARULIDAE,SETOPHAGA,CORONATA,YRWA,14797.931,14797.963,14794.931
449,"South Canoe Project, 2015-2017",SCST2_20150818_205100,PASSERIFORMES,PARULIDAE,SEIURUS,AUROCAPILLA,OVEN,15662.858999999999,15662.923,15659.858999999999
450,"South Canoe Project, 2015-2017",SCST2_20150818_205100,PASSERIFORMES,PARULIDAE,SETOPHAGA,VIRENS,BTNW,16575.403000000002,16575.435,16572.403000000002
451,"South Canoe Project, 2015-2017",SCST2_20150818_205100,PASSERIFORMES,PARULIDAE,CARDELLINA,CANADENSIS,CAWA,16958.379,16958.421000000002,16955.379
452,"South Canoe Project, 2015-2017",SCST2_20150818_205100,PASSERIFORMES,PARULIDAE,SETOPHAGA,CORONATA,YRWA,17798.197,17798.24,17795.197
453,"South Canoe Project, 2015-2017",SCST2_20150818_205100,PASSERIFORMES,PARULIDAE,SETOPHAGA,CORONATA,YRWA,17807.168,17807.211,17804.168
454,"South Canoe Project, 2015-2017",SCST2_20150818_205100,PASSERIFORMES,PARULIDAE,SETOPHAGA,CORONATA,YRWA,17817.013,17817.056,17814.013
455,"South Canoe Project, 2015-2017",SCST2_20150818_205100,PASSERIFORMES,PARULIDAE,SETOPHAGA,CAERULESCENS,BTBW,18236.459,18236.491,18233.459
456,"South Canoe Project, 2015-2017",SCST2_20150818_205100,PASSERIFORMES,PARULIDAE,SEIURUS,AUROCAPILLA,OVEN,18281.931,18281.973,18278.931
457,"South Canoe Project, 2015-2017",SCST2_20150818_205100,PASSERIFORMES,PARULIDAE,SETOPHAGA,VIRENS,BTNW,18488.043,18488.085,18485.043
458,"South Canoe Project, 2015-2017",SCST2_20150818_205100,PASSERIFORMES,PARULIDAE,SETOPHAGA,VIRENS,BTNW,18511.637,18511.691000000003,18508.637
459,"South Canoe Project, 2015-2017",SCST2_20150818_205100,PASSERIFORMES,PARULIDAE,SEIURUS,AUROCAPILLA,OVEN,18745.013,18745.045,18742.013
460,"South Canoe Project, 2015-2017",SCST2_20150818_205100,PASSERIFORMES,PARULIDAE,SEIURUS,AUROCAPILLA,OVEN,18910.24,18910.283,18907.24
461,"South Canoe Project, 2015-2017",SCST2_20150818_205100,PASSERIFORMES,PARULIDAE,SETOPHAGA,CORONATA,YRWA,19870.987,19871.019,19867.987
462,"South Canoe Project, 2015-2017",SCST2_20150818_205100,PASSERIFORMES,PARULIDAE,SETOPHAGA,VIRENS,BTNW,20200.907,20200.949,20197.907
463,"South Canoe Project, 2015-2017",SCST2_20150818_205100,PASSERIFORMES,PARULIDAE,SEIURUS,AUROCAPILLA,OVEN,20533.408,20533.461,20530.408
464,"South Canoe Project, 2015-2017",SCST2_20150818_205100,PASSERIFORMES,PARULIDAE,LEIOTHLYPIS,RUFICAPILLA,NAWA,20665.483,20665.515,20662.483
465,"South Canoe Project, 2015-2017",SCST2_20150818_205100,PASSERIFORMES,PARULIDAE,LEIOTHLYPIS,RUFICAPILLA,NAWA,20728.235,20728.267,20725.235
466,"South Canoe Project, 2015-2017",SCST2_20150818_205100,PASSERIFORMES,PARULIDAE,SETOPHAGA,VIRENS,BTNW,20881.813000000002,20881.867,20878.813000000002
467,"South Canoe Project, 2015-2017",SCST2_20150818_205100,PASSERIFORMES,PARULIDAE,CARDELLINA,CANADENSIS,CAWA,21172.757,21172.811,21169.757
468,"South Canoe Project, 2015-2017",SCST2_20150818_205100,PASSERIFORMES,PARULIDAE,CARDELLINA,CANADENSIS,CAWA,21193.451,21193.493,21190.451
469,"South Canoe Project, 2015-2017",SCST2_20150818_205100,PASSERIFORMES,PARULIDAE,CARDELLINA,CANADENSIS,CAWA,21211.029,21211.083,21208.029
470,"South Canoe Project, 2015-2017",SCST2_20150818_205100,PASSERIFORMES,PARULIDAE,CARDELLINA,CANADENSIS,CAWA,21353.376,21353.429,21350.376
471,"South Canoe Project, 2015-2017",SCST2_20150818_205100,PASSERIFORMES,PARULIDAE,SETOPHAGA,VIRENS,BTNW,22233.173,22233.205,22230.173
472,"South Canoe Project, 2015-2017",SCST2_20150818_205100,PASSERIFORMES,PARULIDAE,CARDELLINA,CANADENSIS,CAWA,22311.828999999998,22311.882999999998,22308.828999999998
473,"South Canoe Project, 2015-2017",SCST2_20150818_205100,PASSERIFORMES,PARULIDAE,LEIOTHLYPIS,RUFICAPILLA,NAWA,22735.563,22735.616,22732.563
474,"South Canoe Project, 2015-2017",SCST2_20150818_205100,PASSERIFORMES,PARULIDAE,SETOPHAGA,CASTANEA,BBWA,25085.728,25085.76,25082.728
475,"South Canoe Project, 2015-2017",SCST2_20150818_205100,PASSERIFORMES,PARULIDAE,LEIOTHLYPIS,RUFICAPILLA,NAWA,26998.389,26998.421000000002,26995.389
476,"South Canoe Project, 2015-2017",SCST2_20150818_205100,PASSERIFORMES,PARULIDAE,PARKESIA,NOVEBORACENSIS,NOWA,27655.807999999997,27655.84,27652.807999999997
477,"South Canoe Project, 2015-2017",SCST2_20150818_205100,PASSERIFORMES,PARULIDAE,PARKESIA,NOVEBORACENSIS,NOWA,28880.042999999998,28880.107000000004,28877.042999999998
478,"South Canoe Project, 2015-2017",SCST2_20150818_205100,PASSERIFORMES,PARULIDAE,SETOPHAGA,AMERICANA,NOPA,28961.515,28961.568,28958.515
479,"South Canoe Project, 2015-2017",SCST2_20150818_205100,PASSERIFORMES,PARULIDAE,SETOPHAGA,TIGRINA,CMWA,29727.394,29727.456000000002,29724.394
480,"South Canoe Project, 2015-2017",SCST2_20150818_205100,PASSERIFORMES,TURDIDAE,CATHARUS,FUSCESCENS,VEER,29989.216,29989.343999999997,29986.216
481,"South Canoe Project, 2015-2017",SCST2_20150818_205100,PASSERIFORMES,TURDIDAE,CATHARUS,USTULATUS,SWTH,30030.123,30030.208,30027.123
482,"South Canoe Project, 2015-2017",SCST2_20150818_205100,CAPRIMULGIFORMES,CAPRIMULGIDAE,CHORDEILES,MINOR,CONI,30698.624,30698.827,30695.624
483,"South Canoe Project, 2015-2017",SCST2_20150818_205100,CAPRIMULGIFORMES,CAPRIMULGIDAE,CHORDEILES,MINOR,CONI,30729.493,30729.547000000002,30726.493
484,"South Canoe Project, 2015-2017",SCST2_20150818_205100,CAPRIMULGIFORMES,CAPRIMULGIDAE,CHORDEILES,MINOR,CONI,30730.496,30730.709,30727.496
485,"South Canoe Project, 2015-2017",SCST2_20150818_205100,CAPRIMULGIFORMES,CAPRIMULGIDAE,CHORDEILES,MINOR,CONI,30732.16,30732.384,30729.16
486,"South Canoe Project, 2015-2017",SCST2_20150818_205100,CAPRIMULGIFORMES,CAPRIMULGIDAE,CHORDEILES,MINOR,CONI,30734.112,30734.315,30731.112
487,"South Canoe Project, 2015-2017",SCST2_20150818_205100,CAPRIMULGIFORMES,CAPRIMULGIDAE,CHORDEILES,MINOR,CONI,30734.452999999998,30734.645,30731.452999999998
488,"South Canoe Project, 2015-2017",SCST2_20150818_205100,CAPRIMULGIFORMES,CAPRIMULGIDAE,CHORDEILES,MINOR,CONI,30736.224,30736.331000000002,30733.224
489,"South Canoe Project, 2015-2017",SCST2_20150818_205100,CAPRIMULGIFORMES,CAPRIMULGIDAE,CHORDEILES,MINOR,CONI,30737.109,30737.322999999997,30734.109
490,"South Canoe Project, 2015-2017",SCST2_20150818_205100,CAPRIMULGIFORMES,CAPRIMULGIDAE,CHORDEILES,MINOR,CONI,30738.475,30738.709,30735.475
491,"South Canoe Project, 2015-2017",SCST2_20150818_205100,CAPRIMULGIFORMES,CAPRIMULGIDAE,CHORDEILES,MINOR,CONI,30739.2,30739.412999999997,30736.2
492,"South Canoe Project, 2015-2017",SCST2_20150818_205100,CAPRIMULGIFORMES,CAPRIMULGIDAE,CHORDEILES,MINOR,CONI,30740.555,30740.757,30737.555
493,"South Canoe Project, 2015-2017",SCST2_20150818_205100,CAPRIMULGIFORMES,CAPRIMULGIDAE,CHORDEILES,MINOR,CONI,30741.611,30741.824,30738.611
494,"South Canoe Project, 2015-2017",SCST2_20150818_205100,CAPRIMULGIFORMES,CAPRIMULGIDAE,CHORDEILES,MINOR,CONI,30742.869,30742.944,30739.869
495,"South Canoe Project, 2015-2017",SCST2_20150818_205100,CAPRIMULGIFORMES,CAPRIMULGIDAE,CHORDEILES,MINOR,CONI,30743.882999999998,30744.096,30740.882999999998
496,"South Canoe Project, 2015-2017",SCST2_20150818_205100,CAPRIMULGIFORMES,CAPRIMULGIDAE,CHORDEILES,MINOR,CONI,30745.205,30745.376,30742.205
497,"South Canoe Project, 2015-2017",SCST2_20150818_205100,CAPRIMULGIFORMES,CAPRIMULGIDAE,CHORDEILES,MINOR,CONI,30745.963,30746.197,30742.963
498,"South Canoe Project, 2015-2017",SCST2_20150818_205100,PASSERIFORMES,TURDIDAE,CATHARUS,USTULATUS,SWTH,30781.55,30781.695,30778.55
499,"South Canoe Project, 2015-2017",SCST2_20150818_205100,PASSERIFORMES,TURDIDAE,CATHARUS,USTULATUS,SWTH,30781.781000000003,30781.824,30778.781000000003
500,"South Canoe Project, 2015-2017",SCST2_20150818_205100,PASSERIFORMES,TURDIDAE,CATHARUS,USTULATUS,SWTH,30799.627,30799.712000000003,30796.627
501,"South Canoe Project, 2015-2017",SCST2_20150818_205100,PASSERIFORMES,TURDIDAE,CATHARUS,USTULATUS,SWTH,31041.781000000003,31041.824,31038.781000000003
502,"South Canoe Project, 2015-2017",SCST2_20150818_205100,PASSERIFORMES,TURDIDAE,CATHARUS,USTULATUS,SWTH,31068.682999999997,31068.821,31065.682999999997
503,"South Canoe Project, 2015-2017",SCST2_20150818_205100,PASSERIFORMES,TURDIDAE,CATHARUS,USTULATUS,SWTH,31127.563,31127.668999999998,31124.563
504,"South Canoe Project, 2015-2017",SCST2_20150818_205100,PASSERIFORMES,TURDIDAE,CATHARUS,USTULATUS,SWTH,31406.667,31406.805,31403.667
505,"South Canoe Project, 2015-2017",SCST2_20150818_205100,PASSERIFORMES,TURDIDAE,CATHARUS,USTULATUS,SWTH,31407.205,31407.361,31404.205
506,"South Canoe Project, 2015-2017",SCST2_20150818_205100,PASSERIFORMES,TURDIDAE,CATHARUS,USTULATUS,SWTH,31495.083,31495.211,31492.083
507,"South Canoe Project, 2015-2017",SCST2_20150818_205100,PASSERIFORMES,TURDIDAE,CATHARUS,USTULATUS,SWTH,31501.738999999998,31501.792,31498.738999999998
508,"South Canoe Project, 2015-2017",SCST2_20150818_205100,PASSERIFORMES,TURDIDAE,CATHARUS,USTULATUS,SWTH,31531.979,31532.011000000002,31528.979
509,"South Canoe Project, 2015-2017",SCST2_20150818_205100,PASSERIFORMES,TURDIDAE,CATHARUS,USTULATUS,SWTH,31537.28,31537.343999999997,31534.28
510,"South Canoe Project, 2015-2017",SCST2_20150818_205100,PASSERIFORMES,TURDIDAE,CATHARUS,USTULATUS,SWTH,31550.091,31550.144,31547.091
511,"South Canoe Project, 2015-2017",SCST2_20150818_205100,PASSERIFORMES,TURDIDAE,CATHARUS,USTULATUS,SWTH,31553.92,31553.995,31550.92
512,"South Canoe Project, 2015-2017",SCST2_20150818_205100,PASSERIFORMES,TURDIDAE,CATHARUS,USTULATUS,SWTH,31559.701,31559.755,31556.701
513,"South Canoe Project, 2015-2017",SCST2_20150818_205100,PASSERIFORMES,TURDIDAE,CATHARUS,USTULATUS,SWTH,31565.131,31565.227000000003,31562.131
514,"South Canoe Project, 2015-2017",SCST2_20150818_205100,PASSERIFORMES,TURDIDAE,CATHARUS,GUTTATUS,HETH,31794.475,31794.667,31791.475
515,"South Canoe Project, 2015-2017",SCST2_20150818_205100,PASSERIFORMES,TURDIDAE,CATHARUS,USTULATUS,SWTH,31794.965,31795.124,31791.965
516,"South Canoe Project, 2015-2017",SCST2_20150818_205100,PASSERIFORMES,TURDIDAE,CATHARUS,GUTTATUS,HETH,31812.597,31812.747000000003,31809.597
517,"South Canoe Project, 2015-2017",SCST2_20150818_205100,PASSERIFORMES,TURDIDAE,CATHARUS,GUTTATUS,HETH,31815.301,31815.472999999998,31812.301
518,"South Canoe Project, 2015-2017",SCST2_20150818_205100,PASSERIFORMES,TURDIDAE,CATHARUS,GUTTATUS,HETH,31822.827,31823.007999999998,31819.827
519,"South Canoe Project, 2015-2017",SCST2_20150818_205100,PASSERIFORMES,TURDIDAE,CATHARUS,GUTTATUS,HETH,31871.157000000003,31871.349,31868.157000000003
520,"South Canoe Project, 2015-2017",SCST2_20150818_205100,PASSERIFORMES,TURDIDAE,CATHARUS,GUTTATUS,HETH,32281.856,32282.112,32278.856
521,"South Canoe Project, 2015-2017",SCST2_20150818_205100,PASSERIFORMES,TURDIDAE,CATHARUS,GUTTATUS,HETH,32296.555,32296.767999999996,32293.555
522,"Cape Forchu Study, 2017-201",CAFO1_20180420_204500,PASSERIFORMES,PASSERELLIDAE,PASSERCULUS,SANDWICHENSIS,SAVS,26424.565,26424.619,26421.565
523,"Sable Wind Project 2013, 2015-2016/Winter Bo",SWWB_20150829_201800,PASSERIFORMES,PARULIDAE,LEIOTHLYPIS,PEREGRINA,TEWA,4745.312,4745.376,4742.312
524,"Sable Wind Project 2013, 2015-2016/Winter Bo",SWWB_20150829_201800,CHARADRIIFORMES,CHARADRIIDAE,CHARADRIUS,SEMIPALMATUS,SEPL,13045.845,13045.92,13042.845
525,"Sable Wind Project 2013, 2015-2016/Winter Bo",SWWB_20150829_201800,PASSERIFORMES,TURDIDAE,CATHARUS,USTULATUS,SWTH,34179.509,34179.616,34176.509
526,"Sable Wind Project 2013, 2015-2016/Camp Glasgow",SWCG-20130818_203800,PASSERIFORMES,PARULIDAE,CARDELLINA,CANADENSIS,CAWA,6595.779,6595.86,6592.779
527,"Sable Wind Project 2013, 2015-2016/Camp Glasgow",SWCG-20130818_203800,CHARADRIIFORMES,CHARADRIIDAE,CHARADRIUS,SEMIPALMATUS,SEPL,7858.619000000001,7858.933000000001,7855.619000000001
528,"Sable Wind Project 2013, 2015-2016/Camp Glasgow",SWCG-20130818_203800,PASSERIFORMES,PARULIDAE,CARDELLINA,CANADENSIS,CAWA,9320.525,9320.594000000001,9317.525
529,"Sable Wind Project 2013, 2015-2016/Camp Glasgow",SWCG-20130818_203800,PASSERIFORMES,PARULIDAE,SETOPHAGA,STRIATA,BLPW,18149.529,18149.576,18146.529
530,"Sable Wind Project 2013, 2015-2016/Camp Glasgow",SWCG-20130818_203800,PASSERIFORMES,PARULIDAE,LEIOTHLYPIS,RUFICAPILLA,NAWA,18949.631,18949.677,18946.631
531,"Sable Wind Project 2013, 2015-2016/Camp Glasgow",SWCG-20130818_203800,CHARADRIIFORMES,CHARADRIIDAE,CHARADRIUS,SEMIPALMATUS,SEPL,31693.507999999998,31693.566000000003,31690.507999999998
532,"Sable Wind Project 2013, 2015-2016/Camp Glasgow",SWCG-20130818_203800,CHARADRIIFORMES,CHARADRIIDAE,CHARADRIUS,SEMIPALMATUS,SEPL,31697.107000000004,31697.2,31694.107000000004
533,"Sable Wind Project 2013, 2015-2016/Camp Glasgow",SWCG-20130818_203800,PASSERIFORMES,TURDIDAE,CATHARUS,GUTTATUS,HETH,31980.124,31980.333,31977.124
534,"Sable Wind Project 2013, 2015-2016/Camp Glasgow",SWCG-20130818_203800,PASSERIFORMES,TURDIDAE,CATHARUS,GUTTATUS,HETH,31984.942000000003,31985.116,31981.942000000003
535,Amherst Study 2014-2015/Pumping Station Ro,EAPS_20150528_213200,PASSERIFORMES,PARULIDAE,LEIOTHLYPIS,RUFICAPILLA,NAWA,1861.739,1861.771,1858.739
536,Amherst Study 2014-2015/Pumping Station Ro,EAPS_20150528_213200,CHARADRIIFORMES,SCOLOPACIDAE,ACTITIS,MACULARIUS,SPSA,16727.988999999998,16728.064,16724.988999999998
537,Amherst Study 2014-2015/Pumping Station Ro,EAPS_20150528_213200,PASSERIFORMES,TURDIDAE,CATHARUS,USTULATUS,SWTH,22186.452999999998,22186.624,22183.452999999998
538,"Carleton Study, 2015-2017",CAWRR-20171029_184800,PASSERIFORMES,PASSERELLIDAE,ZONOTRICHIA,ALBICOLLIS,WTSP,3730.228,3730.3790000000004,3727.228
539,"Carleton Study, 2015-2017",CAWRR-20171029_184800,PASSERIFORMES,PARULIDAE,SETOPHAGA,STRIATA,BLPW,9869.607,9869.657,9866.607
540,"Auld's Mountain Project, 2016",AMST3_20161011_190000,PASSERIFORMES,TURDIDAE,CATHARUS,GUTTATUS,HETH,414.283,414.35699999999997,411.283
541,"Brier Island Study, 2017-201",BRIS1_20180823_204800,PASSERIFORMES,PARULIDAE,SETOPHAGA,AMERICANA,NOPA,7314.784000000001,7314.88,7311.784000000001
542,"Brier Island Study, 2017-201",BRIS1_20180823_204800,PASSERIFORMES,PASSERELLIDAE,PASSERCULUS,SANDWICHENSIS,SAVS,10263.328000000001,10263.36,10260.328000000001
543,"Brier Island Study, 2017-201",BRIS1_20180823_204800,PASSERIFORMES,PARULIDAE,SETOPHAGA,CORONATA,YRWA,16090.123,16090.165,16087.123
544,"Brier Island Study, 2017-201",BRIS1_20180823_204800,PASSERIFORMES,PARULIDAE,SETOPHAGA,CORONATA,YRWA,16094.517,16094.581,16091.517
545,"Brier Island Study, 2017-201",BRIS1_20180823_204800,CHARADRIIFORMES,SCOLOPACIDAE,CALIDRIS,MINUTILLA,LESA,16535.616,16535.668999999998,16532.616
546,"Brier Island Study, 2017-201",BRIS1_20180823_204800,CHARADRIIFORMES,SCOLOPACIDAE,CALIDRIS,MINUTILLA,LESA,16545.493000000002,16545.611,16542.493000000002
547,"Brier Island Study, 2017-201",BRIS1_20180823_204800,CHARADRIIFORMES,SCOLOPACIDAE,CALIDRIS,MINUTILLA,LESA,16550.603,16550.699,16547.603
548,"Brier Island Study, 2017-201",BRIS1_20180823_204800,CHARADRIIFORMES,SCOLOPACIDAE,CALIDRIS,MINUTILLA,LESA,16555.605,16555.712,16552.605
549,"Brier Island Study, 2017-201",BRIS1_20180823_204800,CHARADRIIFORMES,SCOLOPACIDAE,CALIDRIS,MINUTILLA,LESA,16559.211,16559.243000000002,16556.211
550,"Brier Island Study, 2017-201",BRIS1_20180823_204800,CHARADRIIFORMES,SCOLOPACIDAE,CALIDRIS,MINUTILLA,LESA,16568.331000000002,16568.436999999998,16565.331000000002
551,"Brier Island Study, 2017-201",BRIS1_20180823_204800,CHARADRIIFORMES,SCOLOPACIDAE,CALIDRIS,MINUTILLA,LESA,16586.88,16586.912,16583.88
552,"Brier Island Study, 2017-201",BRIS1_20180823_204800,PASSERIFORMES,PARULIDAE,SETOPHAGA,CORONATA,YRWA,22444.512000000002,22444.543999999998,22441.512000000002
553,"Brier Island Study, 2017-201",BRIS1_20180823_204800,PASSERIFORMES,PARULIDAE,SETOPHAGA,CORONATA,YRWA,22463.477000000003,22463.552000000003,22460.477000000003
554,"Brier Island Study, 2017-201",BRIS1_20180823_204800,CHARADRIIFORMES,SCOLOPACIDAE,ACTITIS,MACULARIUS,SPSA,24100.023999999998,24100.118,24097.023999999998
555,"Brier Island Study, 2017-201",BRIS1_20180823_204800,CHARADRIIFORMES,SCOLOPACIDAE,ACTITIS,MACULARIUS,SPSA,24100.25,24100.331000000002,24097.25
556,"Brier Island Study, 2017-201",BRIS1_20180823_204800,CHARADRIIFORMES,SCOLOPACIDAE,ACTITIS,MACULARIUS,SPSA,24100.52,24100.622000000003,24097.52
557,"Brier Island Study, 2017-201",BRIS1_20180823_204800,CHARADRIIFORMES,SCOLOPACIDAE,ACTITIS,MACULARIUS,SPSA,24101.08,24101.182999999997,24098.08
558,"Brier Island Study, 2017-201",BRIS1_20180823_204800,CHARADRIIFORMES,SCOLOPACIDAE,ACTITIS,MACULARIUS,SPSA,24101.355,24101.387000000002,24098.355
559,"Brier Island Study, 2017-201",BRIS1_20180823_204800,CHARADRIIFORMES,SCOLOPACIDAE,ACTITIS,MACULARIUS,SPSA,24101.642999999996,24101.707000000002,24098.642999999996
560,"Brier Island Study, 2017-201",BRIS1_20180823_204800,CHARADRIIFORMES,SCOLOPACIDAE,ACTITIS,MACULARIUS,SPSA,24101.993,24102.134,24098.993
561,"Brier Island Study, 2017-201",BRIS1_20180823_204800,CHARADRIIFORMES,SCOLOPACIDAE,ACTITIS,MACULARIUS,SPSA,24102.23,24102.317000000003,24099.23
562,"Brier Island Study, 2017-201",BRIS1_20180823_204800,CHARADRIIFORMES,SCOLOPACIDAE,ACTITIS,MACULARIUS,SPSA,24102.458,24102.522999999997,24099.458
563,"Brier Island Study, 2017-201",BRIS1_20180823_204800,CHARADRIIFORMES,SCOLOPACIDAE,ACTITIS,MACULARIUS,SPSA,24102.622000000003,24102.721,24099.622000000003
564,"Brier Island Study, 2017-201",BRIS1_20180823_204800,CHARADRIIFORMES,SCOLOPACIDAE,CALIDRIS,PUSILLA,SESA,24533.707000000002,24533.738999999998,24530.707000000002
565,"Brier Island Study, 2017-201",BRIS1_20180823_204800,PASSERIFORMES,PARULIDAE,PARKESIA,NOVEBORACENSIS,NOWA,27079.264,27079.317000000003,27076.264
566,"Beaver River Study, 2018-2019",BERI1-20181009_192000,PASSERIFORMES,PARULIDAE,SETOPHAGA,CORONATA,YRWA,6674.878000000001,6674.946999999999,6671.878000000001
567,"Beaver River Study, 2018-2019",BERI1-20181009_192000,PASSERIFORMES,PARULIDAE,SETOPHAGA,CORONATA,YRWA,9096.498,9096.533000000001,9093.498
568,"Beaver River Study, 2018-2019",BERI1-20181009_192000,PASSERIFORMES,PARULIDAE,SETOPHAGA,CORONATA,YRWA,9139.003,9139.049,9136.003
569,"Beaver River Study, 2018-2019",BERI1-20181009_192000,PASSERIFORMES,PARULIDAE,SETOPHAGA,CASTANEA,BBWA,9152.489,9152.532,9149.489
570,"Beaver River Study, 2018-2019",BERI1-20181009_192000,PASSERIFORMES,PARULIDAE,SETOPHAGA,CASTANEA,BBWA,9170.57,9170.628,9167.57
571,"Beaver River Study, 2018-2019",BERI1-20181009_192000,PASSERIFORMES,PARULIDAE,SETOPHAGA,CORONATA,YRWA,9399.507,9399.565,9396.507
572,"Beaver River Study, 2018-2019",BERI1-20181009_192000,PASSERIFORMES,PASSERELLIDAE,PASSERCULUS,SANDWICHENSIS,SAVS,10568.11,10568.168,10565.11
573,"Beaver River Study, 2018-2019",BERI1-20181009_192000,PASSERIFORMES,PARULIDAE,SETOPHAGA,STRIATA,BLPW,10662.992,10663.028999999999,10659.992
574,"Beaver River Study, 2018-2019",BERI1-20181009_192000,PASSERIFORMES,PASSERELLIDAE,ZONOTRICHIA,ALBICOLLIS,WTSP,11231.631000000001,11231.747,11228.631000000001
575,"Beaver River Study, 2018-2019",BERI1-20181009_192000,PASSERIFORMES,PASSERELLIDAE,ZONOTRICHIA,ALBICOLLIS,WTSP,11247.909,11248.025,11244.909
576,"Beaver River Study, 2018-2019",BERI1-20181009_192000,PASSERIFORMES,PASSERELLIDAE,ZONOTRICHIA,ALBICOLLIS,WTSP,11277.188999999998,11277.386,11274.188999999998
577,"Beaver River Study, 2018-2019",BERI1-20181009_192000,PASSERIFORMES,PASSERELLIDAE,ZONOTRICHIA,ALBICOLLIS,WTSP,11698.805,11698.921,11695.805
578,"Beaver River Study, 2018-2019",BERI1-20181009_192000,PASSERIFORMES,PASSERELLIDAE,ZONOTRICHIA,ALBICOLLIS,WTSP,11962.027,11962.108,11959.027
579,"Beaver River Study, 2018-2019",BERI1-20181009_192000,PASSERIFORMES,PARULIDAE,SETOPHAGA,PALMARUM,PAWA,11974.216999999999,11974.275,11971.216999999999
580,"Beaver River Study, 2018-2019",BERI1-20181009_192000,PASSERIFORMES,PARULIDAE,SETOPHAGA,STRIATA,BLPW,12331.398000000001,12331.421,12328.398000000001
581,"Beaver River Study, 2018-2019",BERI1-20181009_192000,PASSERIFORMES,PARULIDAE,SETOPHAGA,CORONATA,YRWA,12622.158000000001,12622.205,12619.158000000001
582,"Beaver River Study, 2018-2019",BERI1-20181009_192000,PASSERIFORMES,PARULIDAE,SETOPHAGA,STRIATA,BLPW,12650.893,12650.951000000001,12647.893
583,"Beaver River Study, 2018-2019",BERI1-20181009_192000,PASSERIFORMES,PARULIDAE,SETOPHAGA,PALMARUM,PAWA,13146.407,13146.453000000001,13143.407
584,"Beaver River Study, 2018-2019",BERI1-20181009_192000,PASSERIFORMES,PASSERELLIDAE,PASSERELLA,ILIACA,FOSP,13697.985,13698.043,13694.985
585,"Beaver River Study, 2018-2019",BERI1-20181009_192000,PASSERIFORMES,PASSERELLIDAE,PASSERELLA,ILIACA,FOSP,13715.226,13715.377,13712.226
586,"Beaver River Study, 2018-2019",BERI1-20181009_192000,PASSERIFORMES,PARULIDAE,SETOPHAGA,CORONATA,YRWA,13730.028999999999,13730.063999999998,13727.028999999999
587,"Beaver River Study, 2018-2019",BERI1-20181009_192000,PASSERIFORMES,PARULIDAE,SETOPHAGA,CORONATA,YRWA,13733.825,13733.848999999998,13730.825
588,"Beaver River Study, 2018-2019",BERI1-20181009_192000,PASSERIFORMES,PASSERELLIDAE,MELOSPIZA,MELODIA,SOSP,14110.928999999998,14111.045,14107.928999999998
589,"Beaver River Study, 2018-2019",BERI1-20181009_192000,PASSERIFORMES,PARULIDAE,SETOPHAGA,CORONATA,YRWA,14231.812,14231.893,14228.812
590,"Beaver River Study, 2018-2019",BERI1-20181009_192000,PASSERIFORMES,PARULIDAE,SETOPHAGA,CORONATA,YRWA,14250.841,14250.921999999999,14247.841
591,"Beaver River Study, 2018-2019",BERI1-20181009_192000,PASSERIFORMES,PARULIDAE,SETOPHAGA,CORONATA,YRWA,14272.714,14272.737,14269.714
592,"Beaver River Study, 2018-2019",BERI1-20181009_192000,PASSERIFORMES,PARULIDAE,SETOPHAGA,CORONATA,YRWA,14570.104,14570.173,14567.104
593,"Beaver River Study, 2018-2019",BERI1-20181009_192000,PASSERIFORMES,PASSERELLIDAE,PASSERCULUS,SANDWICHENSIS,SAVS,16111.293,16111.386,16108.293
594,"Beaver River Study, 2018-2019",BERI1-20181009_192000,PASSERIFORMES,PARULIDAE,SETOPHAGA,STRIATA,BLPW,16565.336,16565.406000000003,16562.336
595,"Beaver River Study, 2018-2019",BERI1-20181009_192000,PASSERIFORMES,PARULIDAE,SETOPHAGA,TIGRINA,CMWA,16566.613,16566.695,16563.613
596,"Beaver River Study, 2018-2019",BERI1-20181009_192000,PASSERIFORMES,PARULIDAE,SETOPHAGA,TIGRINA,CMWA,16567.471999999998,16567.554,16564.471999999998
597,"Beaver River Study, 2018-2019",BERI1-20181009_192000,PASSERIFORMES,PASSERELLIDAE,PASSERCULUS,SANDWICHENSIS,SAVS,17207.902,17207.925,17204.902
598,"Beaver River Study, 2018-2019",BERI1-20181009_192000,PASSERIFORMES,PASSERELLIDAE,PASSERCULUS,SANDWICHENSIS,SAVS,17605.021,17605.045,17602.021
599,"Beaver River Study, 2018-2019",BERI1-20181009_192000,PASSERIFORMES,PASSERELLIDAE,PASSERCULUS,SANDWICHENSIS,SAVS,17710.521,17710.568,17707.521
600,"Beaver River Study, 2018-2019",BERI1-20181009_192000,PASSERIFORMES,CARDINALIDAE,PASSERINA,CYANEA,INBU,19692.251,19692.402,19689.251
